STATE,STATEFP,State_fip,COUNTYFP,COUNTYNAME,County_fip,PLACEFP,city_fip,PLACENS,PLACENAME,TYPE,CLASSFP,FUNCSTAT,LINK
OK,40,US40,111,Okmulgee County,US40111,60650,US4060650,2805349,Preston,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,111,Okmulgee County,US40111,65900,US4065900,2413265,Schulter town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,111,Okmulgee County,US40111,81575,US4081575,2413493,Winchester town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,113,Osage County,US40113,3500,US4003500,2411654,Avant town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,113,Osage County,US40113,4250,US4004250,2409788,Barnsdall city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,113,Osage County,US40113,4450,US4004450,2409792,Bartlesville city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,113,Osage County,US40113,8000,US4008000,2804702,Bowring,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,113,Osage County,US40113,9950,US4009950,2411743,Burbank town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,113,Osage County,US40113,24850,US4024850,2412610,Fairfax town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,113,Osage County,US40113,26750,US4026750,2412635,Foraker town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,113,Osage County,US40113,30750,US4030750,2412697,Grainola town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,113,Osage County,US40113,35850,US4035850,2410783,Hominy city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,113,Osage County,US40113,44925,US4044925,2408197,McCord,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,113,Osage County,US40113,50800,US4050800,2812864,Nelagoney,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,113,Osage County,US40113,56150,US4056150,2413093,Osage town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,113,Osage County,US40113,57600,US4057600,2411388,Pawhuska city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,113,Osage County,US40113,58300,US4058300,2812865,Pershing,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,113,Osage County,US40113,60850,US4060850,2412511,Prue town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,113,Osage County,US40113,65300,US4065300,2411807,Sand Springs city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,113,Osage County,US40113,67200,US4067200,2411890,Shidler city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,113,Osage County,US40113,67850,US4067850,2413294,Skiatook city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,113,Osage County,US40113,69300,US4069300,2413315,Sperry town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,113,Osage County,US40113,75000,US4075000,2412110,Tulsa city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,113,Osage County,US40113,79600,US4079600,2413460,Webb City town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,113,Osage County,US40113,80675,US4080675,2812863,Whippoorwill,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,113,Osage County,US40113,82450,US4082450,2413516,Wynona town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,115,Ottawa County,US40115,600,US4000600,2412336,Afton town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,115,Ottawa County,US40115,16500,US4016500,2410210,Commerce city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,115,Ottawa County,US40115,21150,US4021150,2408684,Dotyville,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,115,Ottawa County,US40115,24900,US4024900,2412614,Fairland town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,115,Ottawa County,US40115,48000,US4048000,2411093,Miami city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,115,Ottawa County,US40115,50200,US4050200,2408901,Narcissa,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,115,Ottawa County,US40115,52700,US4052700,2413054,North Miami town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,115,Ottawa County,US40115,58100,US4058100,2413126,Peoria town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,115,Ottawa County,US40115,61400,US4061400,2412515,Quapaw town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,115,Ottawa County,US40115,82250,US4082250,2413515,Wyandotte town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,117,Pawnee County,US40117,6450,US4006450,2411694,Blackburn town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,117,Pawnee County,US40117,15350,US4015350,2409481,Cleveland city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,117,Pawnee County,US40117,32050,US4032050,2412720,Hallett town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,117,Pawnee County,US40117,37850,US4037850,2412803,Jennings town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,117,Pawnee County,US40117,46200,US4046200,2412944,Mannford town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,117,Pawnee County,US40117,46400,US4046400,2412950,Maramec town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,117,Pawnee County,US40117,53210,US4053210,2413063,Oak Grove town,INCORPORATED PLACE,C9,I,FALSE
OK,40,US40,117,Pawnee County,US40117,57650,US4057650,2411389,Pawnee city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,117,Pawnee County,US40117,61450,US4061450,2412517,Quay,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,117,Pawnee County,US40117,61650,US4061650,2412522,Ralston town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,117,Pawnee County,US40117,67800,US4067800,2413292,Skedee town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,117,Pawnee County,US40117,72850,US4072850,2413375,Terlton town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,117,Pawnee County,US40117,80250,US4080250,2413474,Westport town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,119,Payne County,US40119,18850,US4018850,2410279,Cushing city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,119,Payne County,US40119,21750,US4021750,2410360,Drumright city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,119,Payne County,US40119,29400,US4029400,2412684,Glencoe town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,119,Payne County,US40119,37000,US4037000,2805329,Ingalls,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,119,Payne County,US40119,47550,US4047550,2812866,Mehan,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,119,Payne County,US40119,49900,US4049900,2413028,Mulhall town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,119,Payne County,US40119,56050,US4056050,2413091,Orlando town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,119,Payne County,US40119,58150,US4058150,2411402,Perkins city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,119,Payne County,US40119,61450,US4061450,2412517,Quay,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,119,Payne County,US40119,63500,US4063500,2412554,Ripley town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,119,Payne County,US40119,70300,US4070300,2411982,Stillwater city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,119,Payne County,US40119,82500,US4082500,2412315,Yale city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,121,Pittsburg County,US40121,350,US4000350,2805302,Adamson,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,121,Pittsburg County,US40121,1150,US4001150,2412346,Alderson town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,121,Pittsburg County,US40121,2900,US4002900,2629904,Arpelar,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,121,Pittsburg County,US40121,3050,US4003050,2411649,Ashland town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,121,Pittsburg County,US40121,3750,US4003750,2629905,Bache,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,121,Pittsburg County,US40121,6750,US4006750,2629908,Blanco,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,121,Pittsburg County,US40121,9875,US4009875,2805308,Bug Tussle,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,121,Pittsburg County,US40121,11450,US4011450,2413156,Canadian town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,121,Pittsburg County,US40121,11530,US4011530,2812867,Canadian Shores,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,121,Pittsburg County,US40121,11990,US4011990,2747316,Carlton Landing town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,121,Pittsburg County,US40121,18550,US4018550,2412393,Crowder town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,121,Pittsburg County,US40121,31900,US4031900,2410682,Haileyville city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,121,Pittsburg County,US40121,32850,US4032850,2410711,Hartshorne city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,121,Pittsburg County,US40121,33250,US4033250,2805320,Haywood,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,121,Pittsburg County,US40121,36950,US4036950,2412793,Indianola town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,121,Pittsburg County,US40121,40000,US4040000,2412839,Kiowa town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,121,Pittsburg County,US40121,40300,US4040300,2411559,Krebs city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,121,Pittsburg County,US40121,43975,US4043975,2408127,Longtown,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,121,Pittsburg County,US40121,44800,US4044800,2411056,McAlester city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,121,Pittsburg County,US40121,59350,US4059350,2413139,Pittsburg town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,121,Pittsburg County,US40121,61550,US4061550,2412520,Quinton town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,121,Pittsburg County,US40121,65600,US4065600,2413262,Savanna town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,121,Pittsburg County,US40121,65950,US4065950,2805353,Scipio,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,123,Pontotoc County,US40123,200,US4000200,2409660,Ada city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,123,Pontotoc County,US40123,1400,US4001400,2412349,Allen town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,123,Pontotoc County,US40123,10600,US4010600,2413143,Byng town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,123,Pontotoc County,US40123,26200,US4026200,2805317,Fittstown,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,123,Pontotoc County,US40123,26250,US4026250,2412627,Fitzhugh town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,123,Pontotoc County,US40123,27650,US4027650,2412651,Francis town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,123,Pontotoc County,US40123,41680,US4041680,2629926,Latta,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,123,Pontotoc County,US40123,58650,US4058650,2812868,Pickett,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,123,Pontotoc County,US40123,63750,US4063750,2412569,Roff town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,123,Pontotoc County,US40123,70500,US4070500,2413338,Stonewall town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,123,Pontotoc County,US40123,76850,US4076850,2805359,Vanoss,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,125,Pottawatomie County,US40125,3000,US4003000,2411648,Asher town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,125,Pottawatomie County,US40125,5800,US4005800,2411683,Bethel Acres town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,125,Pottawatomie County,US40125,9400,US4009400,2411734,Brooksville town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,125,Pottawatomie County,US40125,19150,US4019150,2629915,Dale,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,125,Pottawatomie County,US40125,22500,US4022500,2412458,Earlsboro town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,125,Pottawatomie County,US40125,38200,US4038200,2412806,Johnson town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,125,Pottawatomie County,US40125,45350,US4045350,2412969,McLoud city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,125,Pottawatomie County,US40125,45500,US4045500,2412932,Macomb town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,125,Pottawatomie County,US40125,46900,US4046900,2411050,Maud city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,125,Pottawatomie County,US40125,55000,US4055000,2411311,Oklahoma City city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,125,Pottawatomie County,US40125,59150,US4059150,2413137,Pink town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,125,Pottawatomie County,US40125,60500,US4060500,2411483,Prague city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,125,Pottawatomie County,US40125,64850,US4064850,2412596,St. Louis town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,125,Pottawatomie County,US40125,66800,US4066800,2411879,Shawnee city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,125,Pottawatomie County,US40125,72650,US4072650,2412040,Tecumseh city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,125,Pottawatomie County,US40125,74400,US4074400,2413400,Tribbey town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,125,Pottawatomie County,US40125,78200,US4078200,2413446,Wanette town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,127,Pushmataha County,US40127,1050,US4001050,2412344,Albion town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,127,Pushmataha County,US40127,2250,US4002250,2409716,Antlers city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,127,Pushmataha County,US40127,14900,US4014900,2413210,Clayton town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,127,Pushmataha County,US40127,26000,US4026000,2805316,Finley,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,127,Pushmataha County,US40127,49750,US4049750,2805343,Moyers,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,127,Pushmataha County,US40127,50350,US4050350,2805344,Nashoba,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,127,Pushmataha County,US40127,61950,US4061950,2412531,Rattan town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,127,Pushmataha County,US40127,75300,US4075300,2629939,Tuskahoma,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,129,Roger Mills County,US40129,13900,US4013900,2413196,Cheyenne town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,129,Roger Mills County,US40129,22100,US4022100,2805313,Durham,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,129,Roger Mills County,US40129,32250,US4032250,2412722,Hammon town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,129,Roger Mills County,US40129,63100,US4063100,2412546,Reydon town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,129,Roger Mills County,US40129,70950,US4070950,2413344,Strong City town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,129,Roger Mills County,US40129,71900,US4071900,2413357,Sweetwater town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,131,Rogers County,US40131,10400,US4010400,2407929,Bushyhead,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,131,Rogers County,US40131,12900,US4012900,2409413,Catoosa city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,131,Rogers County,US40131,13700,US4013700,2413192,Chelsea town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,131,Rogers County,US40131,14700,US4014700,2409466,Claremore city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,131,Rogers County,US40131,16350,US4016350,2410195,Collinsville city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,131,Rogers County,US40131,25000,US4025000,2412608,Fair Oaks town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,131,Rogers County,US40131,27600,US4027600,2412650,Foyil town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,131,Rogers County,US40131,31425,US4031425,2408336,Gregory,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,131,Rogers County,US40131,37100,US4037100,2412794,Inola town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,131,Rogers County,US40131,38475,US4038475,2408457,Justice,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,131,Rogers County,US40131,43057,US4043057,2408608,Limestone,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,131,Rogers County,US40131,55750,US4055750,2413081,Oologah town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,131,Rogers County,US40131,56650,US4056650,2411345,Owasso city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,131,Rogers County,US40131,66450,US4066450,2409307,Sequoyah,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,131,Rogers County,US40131,72200,US4072200,2413362,Talala town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,131,Rogers County,US40131,73600,US4073600,2409318,Tiawah,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,131,Rogers County,US40131,75000,US4075000,2412110,Tulsa city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,131,Rogers County,US40131,76600,US4076600,2413419,Valley Park town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,131,Rogers County,US40131,77050,US4077050,2413429,Verdigris town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,133,Seminole County,US40133,7950,US4007950,2411714,Bowlegs town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,133,Seminole County,US40133,18450,US4018450,2412388,Cromwell town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,133,Seminole County,US40133,21000,US4021000,2812869,Dixon,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,133,Seminole County,US40133,40200,US4040200,2411555,Konawa city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,133,Seminole County,US40133,43000,US4043000,2412895,Lima town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,133,Seminole County,US40133,46900,US4046900,2411050,Maud city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,133,Seminole County,US40133,65500,US4065500,2413261,Sasakwa town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,133,Seminole County,US40133,66350,US4066350,2411865,Seminole city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,133,Seminole County,US40133,80550,US4080550,2412246,Wewoka city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,135,Sequoyah County,US40135,900,US4000900,2407706,Akins,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,135,Sequoyah County,US40135,3815,US4003815,2584373,Badger Lee,CENSUS DESIGNATED PLACE,U2,S,TRUE
OK,40,US40,135,Sequoyah County,US40135,5070,US4005070,2407823,Belfonte,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,135,Sequoyah County,US40135,6500,US4006500,2584374,Blackgum,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,135,Sequoyah County,US40135,8050,US4008050,2584375,Box,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,135,Sequoyah County,US40135,8650,US4008650,2407901,Brent,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,135,Sequoyah County,US40135,9650,US4009650,2407914,Brushy,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,135,Sequoyah County,US40135,11975,US4011975,2407963,Carlisle,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,135,Sequoyah County,US40135,22275,US4022275,2408698,Dwight Mission,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,135,Sequoyah County,US40135,24762,US4024762,2408096,Evening Shade,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,135,Sequoyah County,US40135,26525,US4026525,2408222,Flute Springs,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,135,Sequoyah County,US40135,28350,US4028350,2412666,Gans town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,135,Sequoyah County,US40135,30300,US4030300,2412692,Gore town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,135,Sequoyah County,US40135,32400,US4032400,2812870,Hanson,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,135,Sequoyah County,US40135,42850,US4042850,2584384,Liberty,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,135,Sequoyah County,US40135,43900,US4043900,2408126,Long,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,135,Sequoyah County,US40135,46450,US4046450,2412953,Marble City town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,135,Sequoyah County,US40135,49000,US4049000,2413007,Moffett town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,135,Sequoyah County,US40135,49850,US4049850,2413026,Muldrow town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,135,Sequoyah County,US40135,51900,US4051900,2584386,Nicut,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,135,Sequoyah County,US40135,52862,US4052862,2408958,Notchietown,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,135,Sequoyah County,US40135,57150,US4057150,2413113,Paradise Hill town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,135,Sequoyah County,US40135,59125,US4059125,2409074,Pinhook Corner,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,135,Sequoyah County,US40135,62275,US4062275,2409151,Redbird Smith,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,135,Sequoyah County,US40135,62875,US4062875,2409163,Remy,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,135,Sequoyah County,US40135,63800,US4063800,2412571,Roland town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,135,Sequoyah County,US40135,65000,US4065000,2411769,Sallisaw city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,135,Sequoyah County,US40135,67400,US4067400,2408732,Short,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,135,Sequoyah County,US40135,70512,US4070512,2410004,Stoney Point,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,135,Sequoyah County,US40135,77250,US4077250,2413431,Vian town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,137,Stephens County,US40137,8550,US4008550,2411721,Bray town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,137,Stephens County,US40137,13135,US4013135,2413188,Central High town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,137,Stephens County,US40137,16450,US4016450,2410206,Comanche city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,137,Stephens County,US40137,21900,US4021900,2410368,Duncan city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,137,Stephens County,US40137,23900,US4023900,2412486,Empire City town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,137,Stephens County,US40137,43450,US4043450,2412907,Loco town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,137,Stephens County,US40137,46600,US4046600,2411038,Marlow city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,137,Stephens County,US40137,71650,US4071650,2812871,Sunray,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,137,Stephens County,US40137,76900,US4076900,2413425,Velma town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,139,Texas County,US40139,300,US4000300,2805301,Adams,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,139,Texas County,US40139,3900,US4003900,2805303,Baker,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,139,Texas County,US40139,30200,US4030200,2412691,Goodwell town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,139,Texas County,US40139,31750,US4031750,2410679,Guymon city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,139,Texas County,US40139,32550,US4032550,2412727,Hardesty town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,139,Texas County,US40139,36000,US4036000,2410788,Hooker city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,139,Texas County,US40139,36115,US4036115,2805328,Hough,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,139,Texas County,US40139,55850,US4055850,2413087,Optima town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,139,Texas County,US40139,73100,US4073100,2413378,Texhoma town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,139,Texas County,US40139,75750,US4075750,2413410,Tyrone town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,141,Tillman County,US40141,13600,US4013600,2413191,Chattanooga town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,141,Tillman County,US40141,19400,US4019400,2412408,Davidson town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,141,Tillman County,US40141,27800,US4027800,2410541,Frederick city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,141,Tillman County,US40141,30850,US4030850,2410636,Grandfield city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,141,Tillman County,US40141,35550,US4035550,2412763,Hollister town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,141,Tillman County,US40141,44150,US4044150,2412921,Loveland town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,141,Tillman County,US40141,46150,US4046150,2412943,Manitou town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,141,Tillman County,US40141,73850,US4073850,2413393,Tipton town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,143,Tulsa County,US40143,6400,US4006400,2409854,Bixby city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,143,Tulsa County,US40143,9050,US4009050,2409914,Broken Arrow city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,143,Tulsa County,US40143,16350,US4016350,2410195,Collinsville city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,143,Tulsa County,US40143,29600,US4029600,2410604,Glenpool city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,143,Tulsa County,US40143,37800,US4037800,2410139,Jenks city,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,143,Tulsa County,US40143,42500,US4042500,2805331,Leonard,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,143,Tulsa County,US40143,42860,US4042860,2412894,Liberty town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,143,Tulsa County,US40143,44100,US4044100,2412920,Lotsee town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,143,Tulsa County,US40143,46200,US4046200,2412944,Mannford town,INCORPORATED PLACE,C1,A,TRUE
OK,40,US40,143,Tulsa County,US40143,53350,US4053350,2408968,Oakhurst,CENSUS DESIGNATED PLACE,U1,S,TRUE
OK,40,US40,143,Tulsa County,US40143,56650,US4056650,2411345,Owasso city,INCORPORATED PLACE,C1,A,TRUE
