city_fip,PLACENAME,State-City
US4126400,Fort Hill,US41-FORT HILL
US4130300,Grand Ronde,US41-GRAND RONDE
US4136150,Independence,US41-INDEPENDENCE
US4149550,Monmouth,US41-MONMOUTH
US4161800,Rickreall,US41-RICKREALL
US4164900,Salem,US41-SALEM
US4182350,Willamina,US41-WILLAMINA
US4106400,Biggs Junction,US41-BIGGS JUNCTION
US4130650,Grass Valley,US41-GRASS VALLEY
US4150000,Moro,US41-MORO
US4164200,Rufus,US41-RUFUS
US4178950,Wasco,US41-WASCO
US4104125,Barnesdale,US41-BARNESDALE
US4104800,Bay City,US41-BAY CITY
US4104925,Bayside Gardens,US41-BAYSIDE GARDENS
US4105200,Beaver,US41-BEAVER
US4111050,Cape Meares,US41-CAPE MEARES
US4114200,Cloverdale,US41-CLOVERDALE
US4124300,Fairview,US41-FAIRVIEW
US4128000,Garibaldi,US41-GARIBALDI
US4133100,Hebo,US41-HEBO
US4135850,Idaville,US41-IDAVILLE
US4145700,Manzanita,US41-MANZANITA
US4151450,Neahkahnie,US41-NEAHKAHNIE
US4151700,Nehalem,US41-NEHALEM
US4152000,Neskowin,US41-NESKOWIN
US4152050,Netarts,US41-NETARTS
US4154450,Oceanside,US41-OCEANSIDE
US4156150,Pacific City,US41-PACIFIC CITY
US4158500,Pleasant Valley,US41-PLEASANT VALLEY
US4162900,Rockaway Beach,US41-ROCKAWAY BEACH
US4173700,Tillamook,US41-TILLAMOOK
US4181300,Wheeler,US41-WHEELER
US4100350,Adams,US41-ADAMS
US4103200,Athena,US41-ATHENA
US4111900,Cayuse,US41-CAYUSE
US4122200,Echo,US41-ECHO
US4130165,Gopher Flats,US41-GOPHER FLATS
US4131115,Green Meadows,US41-GREEN MEADOWS
US4133250,Helix,US41-HELIX
US4133700,Hermiston,US41-HERMISTON
US4139566,Kirkpatrick,US41-KIRKPATRICK
US4144625,McKay,US41-MCKAY
US4146800,Meacham,US41-MEACHAM
US4148600,Milton-Freewater,US41-MILTON-FREEWATER
US4149000,Mission,US41-MISSION
US4157150,Pendleton,US41-PENDLETON
US4157650,Pilot Rock,US41-PILOT ROCK
US4162412,Riverside,US41-RIVERSIDE
US4169900,Stanfield,US41-STANFIELD
US4175185,Tutuilla,US41-TUTUILLA
US4175550,Ukiah,US41-UKIAH
US4175600,Umapine,US41-UMAPINE
US4175650,Umatilla,US41-UMATILLA
US4180350,Weston,US41-WESTON
US4116250,Cove,US41-COVE
US4122550,Elgin,US41-ELGIN
US4136050,Imbler,US41-IMBLER
US4136750,Island City,US41-ISLAND CITY
US4140350,La Grande,US41-LA GRANDE
US4153300,North Powder,US41-NORTH POWDER
US4170850,Summerville,US41-SUMMERVILLE
US4175850,Union,US41-UNION
US4123500,Enterprise,US41-ENTERPRISE
US4137900,Joseph,US41-JOSEPH
US4143900,Lostine,US41-LOSTINE
US4178150,Wallowa,US41-WALLOWA
US4178160,Wallowa Lake,US41-WALLOWA LAKE
US4102250,Antelope,US41-ANTELOPE
US4112800,Chenoweth,US41-CHENOWETH
US4120900,Dufur,US41-DUFUR
US4146500,Maupin,US41-MAUPIN
US4150050,Mosier,US41-MOSIER
US4157850,Pine Grove,US41-PINE GROVE
US4157875,Pine Hollow,US41-PINE HOLLOW
US4163950,Rowena,US41-ROWENA
US4166700,Shaniko,US41-SHANIKO
US4169387,Sportsmans Park,US41-SPORTSMANS PARK
US4172950,The Dalles,US41-THE DALLES
US4175500,Tygh Valley,US41-TYGH VALLEY
US4178300,Wamic,US41-WAMIC
US4101650,Aloha,US41-ALOHA
US4103850,Banks,US41-BANKS
US4105350,Beaverton,US41-BEAVERTON
US4105950,Bethany,US41-BETHANY
US4109535,Bull Mountain,US41-BULL MOUNTAIN
US4112050,Cedar Hills,US41-CEDAR HILLS
US4112150,Cedar Mill,US41-CEDAR MILL
US4112850,Cherry Grove,US41-CHERRY GROVE
US4115550,Cornelius,US41-CORNELIUS
US4119650,Dilley,US41-DILLEY
US4121250,Durham,US41-DURHAM
US4126200,Forest Grove,US41-FOREST GROVE
US4127825,Garden Home-Whitford,US41-GARDEN HOME-WHITFORD
US4128100,Gaston,US41-GASTON
US4134100,Hillsboro,US41-HILLSBORO
US4139150,King City,US41-KING CITY
US4140550,Lake Oswego,US41-LAKE OSWEGO
US4146100,Marlene Village,US41-MARLENE VILLAGE
US4147800,Metzger,US41-METZGER
US4153150,North Plains,US41-NORTH PLAINS
US4153988,Oak Hills,US41-OAK HILLS
US4159000,Portland,US41-PORTLAND
US4160900,Raleigh Hills,US41-RALEIGH HILLS
US4162250,Rivergrove,US41-RIVERGROVE
US4163010,Rockcreek,US41-ROCKCREEK
US4167100,Sherwood,US41-SHERWOOD
US4173650,Tigard,US41-TIGARD
US4174950,Tualatin,US41-TUALATIN
US4180025,West Haven-Sylvan,US41-WEST HAVEN-SYLVAN
US4180900,West Slope,US41-WEST SLOPE
US4182800,Wilsonville,US41-WILSONVILLE
US4126650,Fossil,US41-FOSSIL
US4149150,Mitchell,US41-MITCHELL
US4169450,Spray,US41-SPRAY
US4102000,Amity,US41-AMITY
US4111150,Carlton,US41-CARLTON
US4118250,Dayton,US41-DAYTON
US4121050,Dundee,US41-DUNDEE
US4126400,Fort Hill,US41-FORT HILL
US4128100,Gaston,US41-GASTON
US4130300,Grand Ronde,US41-GRAND RONDE
US4140300,Lafayette,US41-LAFAYETTE
US4145000,McMinnville,US41-MCMINNVILLE
US4152100,Newberg,US41-NEWBERG
US4167050,Sheridan,US41-SHERIDAN
US4182350,Willamina,US41-WILLAMINA
US4184250,Yamhill,US41-YAMHILL
US4200116,Abbottstown borough,US42-ABBOTTSTOWN BOROUGH
US4202928,Arendtsville borough,US42-ARENDTSVILLE BOROUGH
US4203312,Aspers,US42-ASPERS
US4205536,Bendersville borough,US42-BENDERSVILLE BOROUGH
US4206296,Biglerville borough,US42-BIGLERVILLE BOROUGH
US4207560,Bonneauville borough,US42-BONNEAUVILLE BOROUGH
US4211472,Carroll Valley borough,US42-CARROLL VALLEY BOROUGH
US4211576,Cashtown,US42-CASHTOWN
US4220792,East Berlin borough,US42-EAST BERLIN BOROUGH
US4224560,Fairfield borough,US42-FAIRFIELD BOROUGH
US4228488,Gardners,US42-GARDNERS
US4228960,Gettysburg borough,US42-GETTYSBURG BOROUGH
US4232320,Hampton,US42-HAMPTON
US4233632,Heidlersburg,US42-HEIDLERSBURG
US4236352,Hunterstown,US42-HUNTERSTOWN
US4236712,Idaville,US42-IDAVILLE
US4240981,Lake Heritage,US42-LAKE HERITAGE
US4240988,Lake Meade,US42-LAKE MEADE
US4243944,Littlestown borough,US42-LITTLESTOWN BOROUGH
US4246312,McKnightstown,US42-MCKNIGHTSTOWN
US4246376,McSherrystown borough,US42-MCSHERRYSTOWN BOROUGH
US4249224,Midway,US42-MIDWAY
US4253920,New Oxford borough,US42-NEW OXFORD BOROUGH
US4257120,Orrtanna,US42-ORRTANNA
US4275968,Table Rock,US42-TABLE ROCK
US4287136,York Springs borough,US42-YORK SPRINGS BOROUGH
US4202056,Allison Park,US42-ALLISON PARK
US4203320,Aspinwall borough,US42-ASPINWALL BOROUGH
US4203608,Avalon borough,US42-AVALON BOROUGH
US4203816,Bairdford,US42-BAIRDFORD
US4203864,Bakerstown,US42-BAKERSTOWN
US4203928,Baldwin borough,US42-BALDWIN BOROUGH
US4205216,Bell Acres borough,US42-BELL ACRES BOROUGH
US4205312,Bellevue borough,US42-BELLEVUE BOROUGH
US4205504,Ben Avon borough,US42-BEN AVON BOROUGH
US4205520,Ben Avon Heights borough,US42-BEN AVON HEIGHTS BOROUGH
US4206064,Bethel Park municipality,US42-BETHEL PARK MUNICIPALITY
US4207000,Blawnox borough,US42-BLAWNOX BOROUGH
US4207688,Boston,US42-BOSTON
US4207976,Brackenridge borough,US42-BRACKENRIDGE BOROUGH
US4207992,Braddock borough,US42-BRADDOCK BOROUGH
US4208008,Braddock Hills borough,US42-BRADDOCK HILLS BOROUGH
US4208064,Bradford Woods borough,US42-BRADFORD WOODS BOROUGH
US4208416,Brentwood borough,US42-BRENTWOOD BOROUGH
US4208624,Bridgeville borough,US42-BRIDGEVILLE BOROUGH
US4211336,Carnegie borough,US42-CARNEGIE BOROUGH
US4211348,Carnot-Moon,US42-CARNOT-MOON
US4211680,Castle Shannon borough,US42-CASTLE SHANNON BOROUGH
US4212496,Chalfant borough,US42-CHALFANT BOROUGH
US4213392,Cheswick borough,US42-CHESWICK BOROUGH
US4213608,Churchill borough,US42-CHURCHILL BOROUGH
US4213704,Clairton,US42-CLAIRTON
US4214296,Clinton,US42-CLINTON
US4216144,Coraopolis borough,US42-CORAOPOLIS BOROUGH
US4216848,Crafton borough,US42-CRAFTON BOROUGH
US4217832,Curtisville,US42-CURTISVILLE
US4219576,Dormont borough,US42-DORMONT BOROUGH
US4219856,Dravosburg borough,US42-DRAVOSBURG BOROUGH
US4220432,Duquesne,US42-DUQUESNE
US4221444,East McKeesport borough,US42-EAST MCKEESPORT BOROUGH
US4221712,East Pittsburgh borough,US42-EAST PITTSBURGH BOROUGH
US4222520,Edgewood borough,US42-EDGEWOOD BOROUGH
US4222576,Edgeworth borough,US42-EDGEWORTH BOROUGH
US4222992,Elizabeth borough,US42-ELIZABETH BOROUGH
US4223616,Emsworth borough,US42-EMSWORTH BOROUGH
US4223720,Enlow,US42-ENLOW
US4224160,Etna borough,US42-ETNA BOROUGH
US4226592,Forest Hills borough,US42-FOREST HILLS BOROUGH
US4227120,Fox Chapel borough,US42-FOX CHAPEL BOROUGH
US4227552,Franklin Park borough,US42-FRANKLIN PARK BOROUGH
US4229040,Gibsonia,US42-GIBSONIA
US4229432,Glassport borough,US42-GLASSPORT BOROUGH
US4229592,Glenfield borough,US42-GLENFIELD BOROUGH
US4229732,Glen Osborne borough,US42-GLEN OSBORNE BOROUGH
US4229800,Glenshaw,US42-GLENSHAW
US4231120,Greenock,US42-GREENOCK
US4231256,Green Tree borough,US42-GREEN TREE BOROUGH
US4233024,Harwick,US42-HARWICK
US4233312,Haysville borough,US42-HAYSVILLE BOROUGH
US4233592,Heidelberg borough,US42-HEIDELBERG BOROUGH
US4235424,Homestead borough,US42-HOMESTEAD BOROUGH
US4236768,Imperial,US42-IMPERIAL
US4237000,Ingram borough,US42-INGRAM BOROUGH
US4237955,Jefferson Hills borough,US42-JEFFERSON HILLS BOROUGH
US4242392,Leetsdale borough,US42-LEETSDALE BOROUGH
US4243064,Liberty borough,US42-LIBERTY BOROUGH
US4243408,Lincoln borough,US42-LINCOLN BOROUGH
US4246072,McDonald borough,US42-MCDONALD BOROUGH
US4246256,McKeesport,US42-MCKEESPORT
US4246264,McKees Rocks borough,US42-MCKEES ROCKS BOROUGH
US4249920,Millvale borough,US42-MILLVALE BOROUGH
US4250528,Monroeville municipality,US42-MONROEVILLE MUNICIPALITY
US4251744,Mount Oliver borough,US42-MOUNT OLIVER BOROUGH
US4252320,Munhall borough,US42-MUNHALL BOROUGH
US4254568,Noblestown,US42-NOBLESTOWN
US4254816,North Braddock borough,US42-NORTH BRADDOCK BOROUGH
US4255840,Oakdale borough,US42-OAKDALE BOROUGH
US4256088,Oakmont borough,US42-OAKMONT BOROUGH
US4259152,Pennsbury Village borough,US42-PENNSBURY VILLAGE BOROUGH
US4260712,Pitcairn borough,US42-PITCAIRN BOROUGH
US4261000,Pittsburgh,US42-PITTSBURGH
US4261328,Pleasant Hills borough,US42-PLEASANT HILLS BOROUGH
US4261536,Plum borough,US42-PLUM BOROUGH
US4262320,Port Vue borough,US42-PORT VUE BOROUGH
US4263408,Rankin borough,US42-RANKIN BOROUGH
US4264184,Rennerdale,US42-RENNERDALE
US4266320,Rosslyn Farms borough,US42-ROSSLYN FARMS BOROUGH
US4266832,Russellton,US42-RUSSELLTON
US4269376,Sewickley borough,US42-SEWICKLEY BOROUGH
US4269400,Sewickley Heights borough,US42-SEWICKLEY HEIGHTS BOROUGH
US4269416,Sewickley Hills borough,US42-SEWICKLEY HILLS BOROUGH
US4269776,Sharpsburg borough,US42-SHARPSBURG BOROUGH
US4272960,Springdale borough,US42-SPRINGDALE BOROUGH
US4274944,Sturgeon,US42-STURGEON
US4275816,Swissvale borough,US42-SWISSVALE BOROUGH
US4276104,Tarentum borough,US42-TARENTUM BOROUGH
US4276560,Thornburg borough,US42-THORNBURG BOROUGH
US4277272,Trafford borough,US42-TRAFFORD BOROUGH
US4277912,Turtle Creek borough,US42-TURTLE CREEK BOROUGH
US4280032,Verona borough,US42-VERONA BOROUGH
US4280040,Versailles borough,US42-VERSAILLES BOROUGH
US4280600,Wall borough,US42-WALL BOROUGH
US4282848,West Elizabeth borough,US42-WEST ELIZABETH BOROUGH
US4283200,West Homestead borough,US42-WEST HOMESTEAD BOROUGH
US4283512,West Mifflin borough,US42-WEST MIFFLIN BOROUGH
US4284144,West View borough,US42-WEST VIEW BOROUGH
US4284440,Whitaker borough,US42-WHITAKER BOROUGH
US4284512,Whitehall borough,US42-WHITEHALL BOROUGH
US4284704,White Oak borough,US42-WHITE OAK BOROUGH
US4285188,Wilkinsburg borough,US42-WILKINSBURG BOROUGH
US4285496,Wilmerding borough,US42-WILMERDING BOROUGH
US4202720,Apollo borough,US42-APOLLO BOROUGH
US4202752,Applewold borough,US42-APPLEWOLD BOROUGH
US4203480,Atwood borough,US42-ATWOOD BOROUGH
US4218400,Dayton borough,US42-DAYTON BOROUGH
US4222832,Elderton borough,US42-ELDERTON BOROUGH
US4226512,Ford City borough,US42-FORD CITY BOROUGH
US4226520,Ford Cliff borough,US42-FORD CLIFF BOROUGH
US4227784,Freeport borough,US42-FREEPORT BOROUGH
US4239960,Kiskimere,US42-KISKIMERE
US4240040,Kittanning borough,US42-KITTANNING BOROUGH
US4242280,Leechburg borough,US42-LEECHBURG BOROUGH
US4242672,Lenape Heights,US42-LENAPE HEIGHTS
US4247064,Manorville borough,US42-MANORVILLE BOROUGH
US4254728,North Apollo borough,US42-NORTH APOLLO BOROUGH
US4255480,North Vandergrift,US42-NORTH VANDERGRIFT
US4256960,Orchard Hills,US42-ORCHARD HILLS
US4257976,Parker,US42-PARKER
US4261432,Pleasant View,US42-PLEASANT VIEW
US4266720,Rural Valley borough,US42-RURAL VALLEY BOROUGH
US4271976,South Bethlehem borough,US42-SOUTH BETHLEHEM BOROUGH
US4276336,Templeton,US42-TEMPLETON
US4283172,West Hills,US42-WEST HILLS
US4283248,West Kittanning borough,US42-WEST KITTANNING BOROUGH
US4286560,Worthington borough,US42-WORTHINGTON BOROUGH
US4200820,Aliquippa,US42-ALIQUIPPA
US4202288,Ambridge borough,US42-AMBRIDGE BOROUGH
US4203736,Baden borough,US42-BADEN BOROUGH
US4204688,Beaver borough,US42-BEAVER BOROUGH
US4204792,Beaver Falls,US42-BEAVER FALLS
US4206240,Big Beaver borough,US42-BIG BEAVER BOROUGH
US4208632,Bridgewater borough,US42-BRIDGEWATER BOROUGH
US4215872,Conway borough,US42-CONWAY BOROUGH
US4218192,Darlington borough,US42-DARLINGTON BOROUGH
US4221752,East Rochester borough,US42-EAST ROCHESTER BOROUGH
US4221968,Eastvale borough,US42-EASTVALE BOROUGH
US4222264,Economy borough,US42-ECONOMY BOROUGH
US4223304,Ellwood City borough,US42-ELLWOOD CITY BOROUGH
US4225152,Fallston borough,US42-FALLSTON BOROUGH
US4227312,Frankfort Springs borough,US42-FRANKFORT SPRINGS BOROUGH
US4227712,Freedom borough,US42-FREEDOM BOROUGH
US4228000,Frisco,US42-FRISCO
US4228824,Georgetown borough,US42-GEORGETOWN BOROUGH
US4229392,Glasgow borough,US42-GLASGOW BOROUGH
US4233364,Hazen,US42-HAZEN
US4235488,Homewood borough,US42-HOMEWOOD BOROUGH
US4235576,Hookstown borough,US42-HOOKSTOWN BOROUGH
US4236944,Industry borough,US42-INDUSTRY BOROUGH
US4240400,Koppel borough,US42-KOPPEL BOROUGH
US4249184,Midland borough,US42-MIDLAND BOROUGH
US4250320,Monaca borough,US42-MONACA BOROUGH
US4253288,New Brighton borough,US42-NEW BRIGHTON BOROUGH
US4253592,New Galilee borough,US42-NEW GALILEE BOROUGH
US4256432,Ohioville borough,US42-OHIOVILLE BOROUGH
US4258384,Patterson Heights borough,US42-PATTERSON HEIGHTS BOROUGH
US4265392,Rochester borough,US42-ROCHESTER BOROUGH
US4270376,Shippingport borough,US42-SHIPPINGPORT BOROUGH
US4272216,South Heights borough,US42-SOUTH HEIGHTS BOROUGH
US4283472,West Mayfield borough,US42-WEST MAYFIELD BOROUGH
US4204944,Bedford borough,US42-BEDFORD BOROUGH
US4214584,Coaldale borough,US42-COALDALE BOROUGH
US4218608,Defiance,US42-DEFIANCE
US4220704,Earlston,US42-EARLSTON
US4224304,Everett borough,US42-EVERETT BOROUGH
US4235648,Hopewell borough,US42-HOPEWELL BOROUGH
US4236640,Hyndman borough,US42-HYNDMAN BOROUGH
US4246944,Manns Choice borough,US42-MANNS CHOICE BOROUGH
US4253928,New Paris borough,US42-NEW PARIS BOROUGH
US4261496,Pleasantville borough,US42-PLEASANTVILLE BOROUGH
US4263312,Rainsburg borough,US42-RAINSBURG BOROUGH
US4267256,St. Clairsville borough,US42-ST. CLAIRSVILLE BOROUGH
US4268072,Saxton borough,US42-SAXTON BOROUGH
US4268152,Schellsburg borough,US42-SCHELLSBURG BOROUGH
US4274360,Stonerstown,US42-STONERSTOWN
US4286128,Woodbury borough,US42-WOODBURY BOROUGH
US4200364,Adamstown borough,US42-ADAMSTOWN BOROUGH
US4200924,Alleghenyville,US42-ALLEGHENYVILLE
US4202128,Alsace Manor,US42-ALSACE MANOR
US4202349,Amity Gardens,US42-AMITY GARDENS
US4203984,Bally borough,US42-BALLY BOROUGH
US4204488,Baumstown,US42-BAUMSTOWN
US4204896,Bechtelsville borough,US42-BECHTELSVILLE BOROUGH
US4205848,Bernville borough,US42-BERNVILLE BOROUGH
US4206000,Bethel,US42-BETHEL
US4206504,Birdsboro borough,US42-BIRDSBORO BOROUGH
US4206984,Blandon,US42-BLANDON
US4207800,Bowers,US42-BOWERS
US4207960,Boyertown borough,US42-BOYERTOWN BOROUGH
US4212104,Centerport borough,US42-CENTERPORT BOROUGH
US4215368,Colony Park,US42-COLONY PARK
US4218256,Dauberville,US42-DAUBERVILLE
US4219680,Douglassville,US42-DOUGLASSVILLE
US4220096,Dryville,US42-DRYVILLE
US4222352,Edenburg,US42-EDENBURG
US4226280,Fleetwood borough,US42-FLEETWOOD BOROUGH
US4226397,Flying Hills,US42-FLYING HILLS
US4227130,Fox Chase,US42-FOX CHASE
US4228128,Frystown,US42-FRYSTOWN
US4229000,Gibraltar,US42-GIBRALTAR
US4230192,Gouglersville,US42-GOUGLERSVILLE
US4231038,Greenfields,US42-GREENFIELDS
US4231568,Grill,US42-GRILL
US4232120,Hamburg borough,US42-HAMBURG BOROUGH
US4234008,Hereford,US42-HEREFORD
US4236576,Hyde Park,US42-HYDE PARK
US4237584,Jacksonwald,US42-JACKSONWALD
US4239224,Kempton,US42-KEMPTON
US4239256,Kenhorst borough,US42-KENHORST BOROUGH
US4240656,Kutztown borough,US42-KUTZTOWN BOROUGH
US4240666,Kutztown University,US42-KUTZTOWN UNIVERSITY
US4241768,Laureldale borough,US42-LAURELDALE BOROUGH
US4242352,Leesport borough,US42-LEESPORT BOROUGH
US4242688,Lenhartsville borough,US42-LENHARTSVILLE BOROUGH
US4243496,Lincoln Park,US42-LINCOLN PARK
US4244672,Lorane,US42-LORANE
US4245752,Lyons borough,US42-LYONS BOROUGH
US4248120,Maxatawny,US42-MAXATAWNY
US4248824,Mertztown,US42-MERTZTOWN
US4250272,Mohnton borough,US42-MOHNTON BOROUGH
US4250280,Mohrsville,US42-MOHRSVILLE
US4250748,Montrose Manor,US42-MONTROSE MANOR
US4251016,Morgantown,US42-MORGANTOWN
US4251320,Mount Aetna,US42-MOUNT AETNA
US4251760,Mount Penn borough,US42-MOUNT PENN BOROUGH
US4252216,Muhlenberg Park,US42-MUHLENBERG PARK
US4253208,New Berlinville,US42-NEW BERLINVILLE
US4253728,New Jerusalem,US42-NEW JERUSALEM
US4253916,New Morgan borough,US42-NEW MORGAN BOROUGH
US4254064,New Schaefferstown,US42-NEW SCHAEFFERSTOWN
US4256664,Oley,US42-OLEY
US4259176,Pennside,US42-PENNSIDE
US4259207,Penn State Berks,US42-PENN STATE BERKS
US4259304,Pennwyn,US42-PENNWYN
US4263624,Reading,US42-READING
US4264056,Rehrersburg,US42-REHRERSBURG
US4264072,Reiffton,US42-REIFFTON
US4265192,Riverview Park,US42-RIVERVIEW PARK
US4265336,Robesonia borough,US42-ROBESONIA BOROUGH
US4267304,St. Lawrence borough,US42-ST. LAWRENCE BOROUGH
US4268248,Schubert,US42-SCHUBERT
US4269816,Shartlesville,US42-SHARTLESVILLE
US4270248,Shillington borough,US42-SHILLINGTON BOROUGH
US4270464,Shoemakersville borough,US42-SHOEMAKERSVILLE BOROUGH
US4270880,Sinking Spring borough,US42-SINKING SPRING BOROUGH
US4272520,South Temple,US42-SOUTH TEMPLE
US4273296,Springmont,US42-SPRINGMONT
US4273318,Spring Ridge,US42-SPRING RIDGE
US4274448,Stony Creek Mills,US42-STONY CREEK MILLS
US4274568,Stouchsburg,US42-STOUCHSBURG
US4274744,Strausstown,US42-STRAUSSTOWN
US4276320,Temple,US42-TEMPLE
US4277104,Topton borough,US42-TOPTON BOROUGH
US4280336,Virginville,US42-VIRGINVILLE
US4280808,Walnuttown,US42-WALNUTTOWN
US4282296,Wernersville borough,US42-WERNERSVILLE BOROUGH
US4283120,West Hamburg,US42-WEST HAMBURG
US4283280,West Lawn,US42-WEST LAWN
US4283928,West Reading borough,US42-WEST READING BOROUGH
US4284280,West Wyomissing,US42-WEST WYOMISSING
US4284856,Whitfield,US42-WHITFIELD
US4286056,Womelsdorf borough,US42-WOMELSDORF BOROUGH
US4286880,Wyomissing borough,US42-WYOMISSING BOROUGH
US4202184,Altoona,US42-ALTOONA
US4203904,Bald Eagle,US42-BALD EAGLE
US4204832,Beavertown,US42-BEAVERTOWN
US4205384,Bellwood borough,US42-BELLWOOD BOROUGH
US4207272,Blue Knob,US42-BLUE KNOB
US4209196,Brooks Mill,US42-BROOKS MILL
US4211088,Canan Station,US42-CANAN STATION
US4211136,Canoe Creek,US42-CANOE CREEK
US4211492,Carson Valley,US42-CARSON VALLEY
US4212768,Charlottsville,US42-CHARLOTTSVILLE
US4213728,Clappertown,US42-CLAPPERTOWN
US4213992,Claysburg,US42-CLAYSBURG
US4216432,Cotton Town,US42-COTTON TOWN
US4216590,Cove Forge,US42-COVE FORGE
US4217368,Cross Keys,US42-CROSS KEYS
US4217624,Culp,US42-CULP
US4217784,Curryville,US42-CURRYVILLE
US4220214,Dumb Hundred,US42-DUMB HUNDRED
US4220248,Duncansville borough,US42-DUNCANSVILLE BOROUGH
US4220752,East Altoona,US42-EAST ALTOONA
US4221176,East Freedom,US42-EAST FREEDOM
US4221808,East Sharpsburg,US42-EAST SHARPSBURG
US4222776,Elberta,US42-ELBERTA
US4222856,Eldorado,US42-ELDORADO
US4226036,Fisherville,US42-FISHERVILLE
US4226488,Foot of Ten,US42-FOOT OF TEN
US4226776,Fort Fetter,US42-FORT FETTER
US4226976,Fostoria,US42-FOSTORIA
US4227517,Franklin Forge,US42-FRANKLIN FORGE
US4227592,Frankstown,US42-FRANKSTOWN
US4227641,Fredericksburg,US42-FREDERICKSBURG
US4227976,Friesville,US42-FRIESVILLE
US4228360,Ganister,US42-GANISTER
US4228696,Geeseytown,US42-GEESEYTOWN
US4230628,Gray,US42-GRAY
US4230704,Grazierville,US42-GRAZIERVILLE
US4231368,Greenwood,US42-GREENWOOD
US4233888,Henrietta,US42-HENRIETTA
US4235224,Hollidaysburg borough,US42-HOLLIDAYSBURG BOROUGH
US4235500,Homewood at Martinsburg,US42-HOMEWOOD AT MARTINSBURG
US4237136,Ironville,US42-IRONVILLE
US4238514,Jugtown,US42-JUGTOWN
US4238632,Juniata Gap,US42-JUNIATA GAP
US4240072,Klahr,US42-KLAHR
US4240992,Lakemont,US42-LAKEMONT
US4241580,Larke,US42-LARKE
US4242136,Leamersville,US42-LEAMERSVILLE
US4243628,Linds Crossing,US42-LINDS CROSSING
US4244632,Loop,US42-LOOP
US4246240,McKee,US42-MCKEE
US4247872,Martinsburg borough,US42-MARTINSBURG BOROUGH
US4247880,Martinsburg Junction,US42-MARTINSBURG JUNCTION
US4249704,Millerstown,US42-MILLERSTOWN
US4249848,Mill Run,US42-MILL RUN
US4250860,Moores Mill,US42-MOORES MILL
US4252816,Nealmont,US42-NEALMONT
US4253328,Newburg,US42-NEWBURG
US4254024,Newry borough,US42-NEWRY BOROUGH
US4255584,Northwood,US42-NORTHWOOD
US4256761,Olivia,US42-OLIVIA
US4257016,Ore Hill,US42-ORE HILL
US4257040,Oreminea,US42-OREMINEA
US4258950,Penn Farms,US42-PENN FARMS
US4260384,Pinecroft,US42-PINECROFT
US4261888,Point View,US42-POINT VIEW
US4262984,Puzzletown,US42-PUZZLETOWN
US4263800,Red Hill,US42-RED HILL
US4264000,Reese,US42-REESE
US4264080,Reightown,US42-REIGHTOWN
US4264256,Reservoir,US42-RESERVOIR
US4265256,Roaring Spring borough,US42-ROARING SPRING BOROUGH
US4265328,Robeson Extension,US42-ROBESON EXTENSION
US4266004,Roots,US42-ROOTS
US4266568,Royer,US42-ROYER
US4267220,St. Clair,US42-ST. CLAIR
US4270020,Shelltown,US42-SHELLTOWN
US4270032,Shellytown,US42-SHELLYTOWN
US4270608,Sickles Corner,US42-SICKLES CORNER
US4270984,Skelp,US42-SKELP
US4270996,Ski Gap,US42-SKI GAP
US4271298,Smith Corner,US42-SMITH CORNER
US4272988,Spring Drive Mobile Home Park,US42-SPRING DRIVE MOBILE HOME PARK
US4273456,Sproul,US42-SPROUL
US4275296,Sunbrook,US42-SUNBROOK
US4275936,Sylvan Hills,US42-SYLVAN HILLS
US4276880,Tipton,US42-TIPTON
US4277808,Tunnelhill borough,US42-TUNNELHILL BOROUGH
US4278168,Tyrone borough,US42-TYRONE BOROUGH
US4278186,Tyrone Forge,US42-TYRONE FORGE
US4279496,Vail,US42-VAIL
US4280136,Vicksburg,US42-VICKSBURG
US4285272,Williamsburg borough,US42-WILLIAMSBURG BOROUGH
US4286480,Wopsononock,US42-WOPSONONOCK
US4287006,Yellow Springs,US42-YELLOW SPRINGS
US4200572,Alba borough,US42-ALBA BOROUGH
US4203392,Athens borough,US42-ATHENS BOROUGH
US4210240,Burlington borough,US42-BURLINGTON BOROUGH
US4211160,Canton borough,US42-CANTON BOROUGH
US4231208,Greens Landing,US42-GREENS LANDING
US4242824,LeRaysville borough,US42-LERAYSVILLE BOROUGH
US4250432,Monroe borough,US42-MONROE BOROUGH
US4253152,New Albany borough,US42-NEW ALBANY BOROUGH
US4265944,Rome borough,US42-ROME BOROUGH
US4268096,Sayre borough,US42-SAYRE BOROUGH
US4272592,South Waverly borough,US42-SOUTH WAVERLY BOROUGH
US4275944,Sylvania borough,US42-SYLVANIA BOROUGH
US4277168,Towanda borough,US42-TOWANDA BOROUGH
US4277584,Troy borough,US42-TROY BOROUGH
US4286656,Wyalusing borough,US42-WYALUSING BOROUGH
US4208760,Bristol borough,US42-BRISTOL BOROUGH
US4208819,Brittany Farms-The Highlands,US42-BRITTANY FARMS-THE HIGHLANDS
US4212504,Chalfont borough,US42-CHALFONT BOROUGH
US4213648,Churchville,US42-CHURCHVILLE
US4216272,Cornwells Heights,US42-CORNWELLS HEIGHTS
US4217448,Croydon,US42-CROYDON
US4219784,Doylestown borough,US42-DOYLESTOWN BOROUGH
US4220104,Dublin borough,US42-DUBLIN BOROUGH
US4222280,Eddington,US42-EDDINGTON
